fecha_ingreso,hora_ingreso,nro_registro_interno,situacion,origen,es_anonima,tema,subtema,provincia,localidad,dependencia_alta,via_ingreso,derivacion_institucion,derivacion_fecha,derivacion_judicializa,derivacion2_institucion,derivacion2_fecha,derivacion2_judicializa,derivacion3_institucion,derivacion3_fecha,derivacion3_judicializa,denunciante_nacionalidad,denunciante_provincia,denunciante_localidad,denunciante_tipo,denunciante_como_conocio_la_linea,denunciante_genero,denunciante_edad_aparente,provincia_indec_id
2021-01-11,14:18,3515359415,Emergencia,Ciudadano,Si,Trata,"Explotación laboral niñas, niños y adolescentes",Buenos Aires,La Plata,PNR - Línea 145,Línea 145,Protex,2021-01-11 14:29,No,Policía Federal Argentina,2021-01-11 15:55,Si,,,,,,,Denunciante - ciudadano,,Hombre,30,06
2021-01-11,15:51,5515359415,Emergencia,Ciudadano,No,Trata,Explotación laboral,,,PNR - Línea 145,Línea 145,Protex,2021-01-11 15:50,No,Policía Federal Argentina,2021-01-12 11:14,Si,,,,,,,,,,,
2021-01-11,20:06,1525359415,Emergencia,Ciudadano,No,Trata,"Explotación laboral niñas, niños y adolescentes",Buenos Aires,Banfield,PNR - Línea 145,Línea 145,,,,,,,,,,,,,,,,,06
2021-01-12,08:46,7525359415,Urgencia,Ciudadano,No,Trata,Publicidad de oferta sexual,Buenos Aires,Once,PNR - Línea 145,Correo Institucional,Protex,2021-01-12 08:45,Si,Oficina de monitoreo,2021-01-12 08:45,No,,,,,,,Denunciante - ciudadano,,Mujer,30,06
2021-01-12,20:13,6535359415,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Mendoza,Mendoza,PNR - Línea 145,Línea 145,Protex,2021-01-12 20:25,Si,,,,,,,,,,Denunciante - ciudadano,,Hombre,30,50
2021-01-12,21:52,8445359415,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Buenos Aires,Ciudad Autónoma de Buenos Aires,PNR - Línea 145,Línea 145,Protex,2021-01-12 22:43,Si,,,,,,,,,,Denunciante - ciudadano,,Transexual,30,06
2021-01-12,23:09,9445359415,Urgencia,Ciudadano,Si,Trata,Oferta laboral engañosa,,,PNR - Línea 145,Línea 145,Protex,2021-01-12 23:25,Si,,,,,,,,,,Denunciante - ciudadano,,Mujer,23,
2021-01-13,09:48,6545359415,Urgencia,Ciudadano,No,Trata,Posible captación,Buenos Aires,Béccar,PNR - Línea 145,Línea 145,Protex,2021-01-13 09:44,Si,,,,,,,Argentina,,,Denunciante - ciudadano,,Mujer,31,06
2021-01-13,11:31,1555359415,Urgencia,Ciudadano,Si,Trata,Oferta laboral engañosa,Buenos Aires,La Plata,PNR - Línea 145,Línea 145,Protex,2021-01-13 11:47,Si,,,,,,,,,,Denunciante - ciudadano,,Mujer,23,06
2021-01-13,12:06,3555359415,Urgencia,Ciudadano,No,Trata,Explotación sexual,Córdoba,Córdoba,PNR - Línea 145,Línea 145,Protex,2021-01-13 12:40,Si,,,,,,,,,,Denunciante - ciudadano,,,53,14
2021-01-13,12:17,4555359415,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Buenos Aires,La Plata,PNR - Línea 145,Correo Institucional,Protex,2021-01-13 11:46,No,,,,,,,,Buenos Aires,La Plata,Denunciante - ciudadano,,Mujer,35,06
2021-01-13,12:54,6555359415,Urgencia,Ciudadano,No,Trata,Posible captación,,,PNR - Línea 145,Línea 145,Protex,2021-01-13 13:17,Si,,,,,,,,,,Denunciante - ciudadano,,Mujer,0,
2021-01-13,13:35,9465359415,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,José C. Paz,PNR - Línea 145,Línea 145,Protex,2021-01-13 13:48,Si,,,,,,,,,,Denunciante - ciudadano,Por publicidad en internet,Hombre,33,06
2021-01-13,13:59,565359415,Urgencia,Ciudadano,No,Trata,Explotación laboral,,,PNR - Línea 145,Línea 145,Protex,2021-01-13 13:58,No,,,,,,,Venezuela,,,Denunciante - ciudadano,,Hombre,45,
2021-01-13,15:24,2565359415,Urgencia,Ciudadano,No,Trata,Explotación sexual,Mendoza,Luján de Cuyo,PNR - Línea 145,Línea 145,Protex,2021-01-13 15:12,Si,,,,,,,,,,Denunciante - ciudadano,,,51,50
2021-01-13,21:36,6575359415,Emergencia,Ciudadano,Si,Trata,"Explotación sexual niñas, niños y adolescentes",Mendoza,Luján de Cuyo,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2021-01-13 21:32,Si,Protex,2021-01-13 21:32,No,,,,,,,Denunciante - ciudadano,,,45,50
2021-01-13,22:07,7575359415,Emergencia,Ciudadano,No,Trata,Pedido de ayuda,,,PNR - Línea 145,Línea 145,Protex,2021-01-13 21:59,No,,,,,,,,,,,,,,
2021-01-14,10:12,1594459415,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Área Legal del Programa Nacional de Rescate,2021-01-14 10:42,Si,,,,,,,,,,Denunciante - ciudadano,,Transexual,0,06
2021-01-14,13:58,6594459415,Emergencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,,,,,,,,,,,,Denunciante - victima directa,,Mujer,43,06
2021-01-14,20:32,2505459415,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Santa Fe,Rosario,PNR - Línea 145,Línea 145,Protex,2021-01-14 22:20,Si,,,,,,,Argentina,Santa Fe,Rosario,Denunciante - ciudadano,Derivado de otro organismo,Mujer,43,82
2021-01-14,21:55,3505459415,Urgencia,Ciudadano,No,Trata,Explotación laboral,Buenos Aires,,PNR - Línea 145,Línea 145,Protex,2021-01-14 21:52,Si,,,,,,,,,,,,,,06
2021-01-14,22:07,4505459415,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Santa Fe,Rosario,PNR - Línea 145,Línea 145,Protex,2021-01-14 22:20,Si,,,,,,,Argentina,Santa Fe,Rosario,Denunciante - ciudadano,Derivado de otro organismo,Mujer,43,82
2021-01-15,10:13,4515459415,Urgencia,Ciudadano,No,Trata,Posible captación,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Protex,2021-01-15 10:26,Si,,,,,,,Argentina,,,Denunciante - victima directa,,Mujer,0,06
2021-01-15,11:34,5515459415,Urgencia,Ciudadano,No,Trata,Posible captación,Chaco,Machagai,PNR - Línea 145,Línea 145,Protex,2021-01-15 11:27,Si,,,,,,,,Chaco,Machagai,Denunciante - ciudadano,,Mujer,50,22
2021-01-15,13:29,9425459415,Emergencia,Ciudadano,Si,Trata,Explotación sexual,Buenos Aires,,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2021-01-15 13:27,Si,Protex,2021-01-15 13:27,No,,,,,,,Denunciante - ciudadano,,,30,06
2021-01-15,15:26,2525459415,Urgencia,Ciudadano,No,Trata,Posible captación,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Área Legal del Programa Nacional de Rescate,2021-01-15 15:33,Si,,,,,,,Argentina,,,Denunciante - ciudadano,,Mujer,30,06
2021-01-15,19:05,4525459415,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Entre Ríos,San Salvador,PNR - Línea 145,Línea 145,Protex,2021-01-15 19:02,Si,,,,,,,,,,Denunciante - ciudadano,,,53,30
2021-01-15,20:16,6525459415,Urgencia,Ciudadano,Si,Trata,Explotación laboral,Buenos Aires,Ciudad Autónoma de Buenos Aires,PNR - Línea 145,Línea 145,Área Legal del Programa Nacional de Rescate,2021-01-15 20:38,Si,,,,,,,,,,Denunciante - ciudadano,,Mujer,48,06
2021-01-15,22:13,8435459415,Emergencia,Ciudadano,Si,Trata,"Explotación sexual niñas, niños y adolescentes",Córdoba,Valle de Anisacate,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2021-01-15 22:53,Si,Protex,2021-01-15 22:53,No,,,,,,,Denunciante - ciudadano,,Mujer,40,14
2021-01-16,00:38,535459415,Emergencia,Ciudadano,No,Trata,Oferta laboral engañosa,Buenos Aires,Moreno,PNR - Línea 145,Línea 145,Protex,2021-01-16 00:35,No,Gendarmería Nacional Argentina,2021-01-16 00:35,Si,,,,,,,Denunciante - ciudadano,,Mujer,33,06
2021-01-16,01:36,1535459415,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Buenos Aires,Ezeiza,PNR - Línea 145,Línea 145,Protex,2021-01-16 01:54,Si,,,,,,,,,,Denunciante - ciudadano,,Hombre,30,06
2021-01-16,06:47,2535459415,Emergencia,Ciudadano,No,Trata,Oferta laboral engañosa,Buenos Aires,Moreno,PNR - Línea 145,Correo Institucional,Gendarmería Nacional Argentina,2021-01-16 06:44,Si,Área Legal del Programa Nacional de Rescate,2021-01-16 06:44,No,,,,,,,Denunciante - ciudadano,,Mujer,33,06
2021-01-16,14:03,8445459415,Urgencia,Institución - ONG Pibas por la Abolición,Si,Trata,Explotación sexual,Entre Ríos,Basavilbaso,PNR - Línea 145,Línea 145,Protex,2021-01-16 14:16,Si,,,,,,,,,,Denunciante - ciudadano,,Mujer,25,30
2021-01-16,21:47,4545459415,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,Mar del Plata,PNR - Línea 145,Línea 145,,,,,,,,,,,,,,,,,06
2021-01-17,15:04,1555459415,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Santa Fe,Rosario,PNR - Línea 145,Línea 145,Protex,2021-01-17 15:01,No,,,,,,,,,,Denunciante - ciudadano,,Hombre,20,82
2021-01-17,16:27,4555459415,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Santa Fe,Rosario,PNR - Línea 145,Línea 145,Protex,2021-01-17 16:24,No,,,,,,,,,,Denunciante - ciudadano,,Mujer,25,82
2021-01-17,18:08,7555459415,Urgencia,Ciudadano,Si,Trata,Oferta laboral engañosa,Buenos Aires,González Catán,PNR - Línea 145,Línea 145,Protex,2021-01-17 18:03,Si,,,,,,,,,,Denunciante - ciudadano,,,20,06
2021-01-17,21:34,575459415,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,Malvinas Argentinas,PNR - Línea 145,Línea 145,Protex,2021-01-17 21:30,Si,,,,,,,Argentina,Buenos Aires,Malvinas Argentinas,Denunciante - ciudadano,,Mujer,41,06
2021-01-17,22:23,1575459415,Urgencia,Ciudadano,No,Trata,Explotación sexual,Entre Ríos,Gualeguaychú,PNR - Línea 145,Correo Institucional,Protex,2021-01-17 22:19,Si,,,,,,,,Buenos Aires,Ituzaingó,Denunciante - ciudadano,,Mujer,0,30
2021-01-18,00:51,3575459415,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Buenos Aires,Benavidez,PNR - Línea 145,Línea 145,,,,,,,,,,,,,Denunciante,,,0,06
2021-01-18,12:31,1584559415,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Tucumán,San Miguel de Tucumán,PNR - Línea 145,Línea 145,Protex,2021-01-18 13:17,No,,,,,,,,Tucumán,San Miguel de Tucumán,Denunciante - ciudadano,,Mujer,68,90
2021-01-18,22:07,4594559415,Urgencia,Ciudadano,No,Trata,Posible captación,Buenos Aires,Altos de San Lorenzo,PNR - Línea 145,Línea 145,Protex,2021-01-18 21:59,Si,,,,,,,,,,,,,,06
2021-01-19,08:55,505559415,Urgencia,Ciudadano,Si,Trata,Posible captación,,,PNR - Línea 145,Línea 145,Protex,2021-01-19 08:45,Si,,,,,,,,,,Denunciante - ciudadano,,Mujer,45,
2021-01-19,09:09,1505559415,Urgencia,Ciudadano,Si,Trata,"Explotación laboral niñas, niños y adolescentes",Salta,Salta,PNR - Línea 145,Línea 145,Protex,2021-01-19 10:25,Si,,,,,,,,,,Denunciante - ciudadano,,Mujer,0,66
2021-01-19,10:59,3505559415,Urgencia,Ciudadano,No,Trata,Posible captación,,,PNR - Línea 145,Línea 145,Protex,2021-01-23 11:29,Si,,,,,,,,,,Denunciante,,Hombre,40,
2021-01-19,12:20,6505559415,Urgencia,Ciudadano,No,Trata,Posible captación,Buenos Aires,La Plata,PNR - Línea 145,Línea 145,Protex,2021-01-19 12:50,Si,,,,,,,,Buenos Aires,La Plata,Denunciante - ciudadano,,Mujer,0,06
2021-01-19,12:44,7505559415,Urgencia,Institución - CAJ ONCE CABA,No,Trata,Explotación laboral,Buenos Aires,Villa Luro,PNR - Línea 145,Línea 145,Protex,2021-01-19 14:02,Si,,,,,,,,,,Denunciante - ciudadano,,Hombre,30,06
2021-01-19,13:58,8415559415,Urgencia,Ciudadano,Si,Trata,"Explotación sexual niñas, niños y adolescentes",Córdoba,Córdoba,PNR - Línea 145,Línea 145,,,,,,,,,,,,,Denunciante - ciudadano,,Hombre,25,14
2021-01-19,16:31,1515559415,Urgencia,Ciudadano,Si,Trata,Oferta laboral engañosa,Buenos Aires,,PNR - Línea 145,Línea 145,,,,,,,,,,Argentina,,,Denunciante - ciudadano,Derivado de otro organismo,Mujer,22,06
2021-01-20,12:00,5525559415,Emergencia,Ciudadano,No,Trata,Privación de la libertad,Santa Fe,Esperanza,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2021-01-20 13:48,Si,,,,,,,,Santa Fe,Santa Fe,Denunciante - ciudadano,,Hombre,34,82
2021-01-20,14:19,7525559415,Emergencia,Institución - Oficina Municipal de Derechos Humanos,No,Trata,Explotación laboral,Buenos Aires,Bahía Blanca,PNR - Línea 145,Línea 145,Protex,2021-01-20 14:17,No,Gendarmería Nacional Argentina,2021-01-20 16:46,Si,,,,,,,Denunciante - ciudadano,,Hombre,0,06
2021-01-20,17:31,1535559415,Urgencia,Ciudadano,No,Trata,Oferta laboral engañosa,Buenos Aires,Moreno,PNR - Línea 145,Línea 145,Protex,2021-01-20 17:22,Si,,,,,,,,,,Denunciante - ciudadano,,Mujer,0,06
2021-01-21,08:52,9445559415,Urgencia,Ciudadano,Si,Trata,Posible captación,Santa Fe,Berna,PNR - Línea 145,Línea 145,Protex,2021-01-21 08:49,Si,,,,,,,,,,Denunciante - ciudadano,,Mujer,50,82
2021-01-21,13:41,7545559415,Urgencia,Ciudadano,Si,Trata,Explotación laboral,Mendoza,Tunuyán,PNR - Línea 145,Línea 145,Protex,2021-01-21 14:33,Si,,,,,,,,,,Denunciante - ciudadano,,Hombre,0,50
2021-01-21,16:01,2555559415,Urgencia,Ciudadano,No,Trata,Oferta laboral engañosa,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Área Legal del Programa Nacional de Rescate,2021-01-21 15:59,Si,,,,,,,,Buenos Aires,Buenos Aires,Denunciante - ciudadano,,,55,06
2021-01-21,17:00,4555559415,Urgencia,Ciudadano,No,Trata,Oferta laboral engañosa,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Área Legal del Programa Nacional de Rescate,2021-01-21 17:48,Si,Protex,2021-01-21 17:48,No,,,,,,,Denunciante - ciudadano,,Mujer,25,06
2021-01-21,19:54,565559415,Emergencia,Institución - Ministerio de Trabajo de la Nación,No,Trata,Explotación laboral,Corrientes,Ituzaingó,PNR - Línea 145,Línea 145,Protex,2021-01-21 20:28,No,Gendarmería Nacional Argentina,2021-01-21 20:46,Si,,,,Argentina,,,Denunciante - ciudadano,,Hombre,0,18
2021-01-22,09:32,575559415,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,,PNR - Línea 145,Línea 145,Área Legal del Programa Nacional de Rescate,2021-01-22 09:28,Si,,,,,,,Argentina,Buenos Aires,La Tablada,Denunciante - ciudadano,,Mujer,30,06
2021-01-22,09:56,1575559415,Urgencia,Ciudadano,No,Trata,Posible captación,Mendoza,Luján de Cuyo,PNR - Línea 145,Línea 145,Protex,2021-01-22 10:19,Si,,,,,,,,Mendoza,Mendoza,Denunciante - ciudadano,,Hombre,61,50
2021-01-22,11:33,2575559415,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Buenos Aires,,PNR - Línea 145,Línea 145,Área Legal del Programa Nacional de Rescate,2021-01-22 11:53,Si,,,,,,,,,,Denunciante - ciudadano,,,30,06
2021-01-22,12:17,3575559415,Emergencia,Ciudadano,No,Trata,Explotación laboral,Buenos Aires,Mar del Plata,PNR - Línea 145,Línea 145,,,,,,,,,,,,,Denunciante - ciudadano,,Hombre,0,06
2021-01-22,13:28,5575559415,Emergencia,Ciudadano,Si,Trata,"Explotación sexual niñas, niños y adolescentes",Mendoza,Mendoza,PNR - Línea 145,Línea 145,Protex,2021-01-22 13:25,No,Gendarmería Nacional Argentina,2021-01-22 13:35,Si,,,,,,,Denunciante - ciudadano,,Hombre,60,50
2021-01-22,14:25,8484659415,Urgencia,Ciudadano,Si,Trata,Explotación laboral,Buenos Aires,Merlo,PNR - Línea 145,Línea 145,Protex,2021-01-22 14:23,Si,,,,,,,,,,Denunciante - ciudadano,,,40,06
2021-01-22,16:19,3584659415,Urgencia,Ciudadano,No,Trata,Explotación sexual,,,PNR - Línea 145,teléfono del Ministerio,,,,,,,,,,,,,,,,,
2021-01-22,18:13,8494659415,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Buenos Aires,Buenos Aires,PNR - Línea 145,institucional,,,,,,,,,,,Buenos Aires,Isidro Casanova,Denunciante - victima indirecta,LLAMADO INSTITUCIONAL,Hombre,40,06
2021-01-22,18:51,9494659415,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Área Legal del Programa Nacional de Rescate,2021-01-22 18:53,Si,Protex,2021-01-22 18:53,No,,,,,Buenos Aires,Bella Vista,Denunciante - ciudadano,,Mujer,34,06
2021-01-23,01:08,9405659415,Urgencia,Ciudadano,No,Trata,Posible captación,,,PNR - Línea 145,Línea 145,Protex,2021-01-23 11:33,Si,,,,,,,,,,Denunciante - ciudadano,,Hombre,40,
2021-01-23,16:03,7505659415,Emergencia,Ciudadano,Si,Trata,Explotación sexual,Salta,Salta,PNR - Línea 145,Línea 145,Protex,2021-01-23 16:01,No,Gendarmería Nacional Argentina,2021-01-23 16:40,Si,,,,,,,Denunciante - ciudadano,,Hombre,30,66
2021-01-23,18:13,2515659415,Urgencia,Ciudadano,No,Trata,Persona desaparecida,,,PNR - Línea 145,Línea 145,,,,,,,,,,,Buenos Aires,Isidro Casanova,Denunciante - ciudadano,,Hombre,35,
2021-01-24,20:45,4525659415,Urgencia,Ciudadano,No,Trata,Mensaje sos,Buenos Aires,Villa Lynch,PNR,Línea 145,Comisarías,2021-01-24 21:31,Si,,,,,,,,,,Denunciante - ciudadano,,Hombre,25,06
2021-01-25,02:08,9435659415,Urgencia,Ciudadano,No,Trata,"Explotación sexual niñas, niños y adolescentes",Buenos Aires,Mercedes,PNR - Línea 145,Línea 145,Protex,2021-01-25 02:05,Si,,,,,,,Argentina,San Luis,Villa Mercedes,Denunciante - ciudadano,,Mujer,0,06
2021-01-25,14:35,1545659415,Urgencia,Ciudadano,Si,Trata,Explotación laboral,,,PNR - Línea 145,Línea 145,,,,,,,,,,,,,,,,,
2021-01-25,19:06,6545659415,Urgencia,Ciudadano,Si,Trata,Explotación laboral,,,PNR - Línea 145,Línea 145,Protex,2021-01-25 19:05,No,,,,,,,,,,,,,,
2021-01-26,08:34,3555659415,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Santa Fe,Santa Fe,PNR - Línea 145,Línea 145,Protex,2021-01-26 09:01,No,Ministerio de Seguridad,2021-01-26 09:01,No,,,,,Santa Fe,Santa Fe,Denunciante - ciudadano,,Mujer,45,82
2021-01-26,09:17,4555659415,Urgencia,Ciudadano,Si,Trata,Explotación laboral,Río Negro,Sierra Grande,PNR - Línea 145,Línea 145,Protex,2021-01-26 09:51,Si,,,,,,,,,,Denunciante - ciudadano,,Mujer,0,62
2021-01-26,13:19,565659415,Urgencia,Ciudadano,Si,Trata,Oferta laboral engañosa,Buenos Aires,Banfield,PNR - Línea 145,Correo Institucional,,,,,,,,,,,,,Denunciante - ciudadano,,,0,06
2021-01-26,13:54,1565659415,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,Villa del Parque,PNR - Línea 145,Línea 145,Área Legal del Programa Nacional de Rescate,2021-01-26 13:49,Si,,,,,,,,,,Denunciante - ciudadano,,Mujer,54,06
2021-01-26,15:10,3565659415,Urgencia,Ciudadano,No,Trata,Explotación laboral,Buenos Aires,Ciudad Autónoma de Buenos Aires,PNR - Línea 145,Línea 145,Área Legal del Programa Nacional de Rescate,2021-01-26 15:33,Si,,,,,,,,,,Denunciante,,Mujer,40,06
2021-01-26,15:24,4565659415,Emergencia,Ciudadano,Si,Trata,Explotación sexual,Buenos Aires,Bahía Blanca,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2021-01-26 20:54,Si,Protex,2021-01-26 20:54,No,,,,,,,Denunciante - ciudadano,,Mujer,40,06
2021-01-26,19:58,1575659415,Emergencia,Ciudadano,No,Trata,Explotación sexual,Tucumán,Yerba Buena,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2021-01-26 20:56,Si,Protex,2021-01-26 20:56,No,,,,,,,Denunciante - ciudadano,,Hombre,40,90
2021-01-26,20:23,2575659415,Urgencia,Ciudadano,No,Trata,Otro,Chubut,Puerto Madryn,PNR - Línea 145,Línea 145,,,,,,,,,,Argentina,,,Denunciante - ciudadano,Línea 145,Mujer,24,26
2021-01-26,21:36,3575659415,Emergencia,Ciudadano,Si,Trata,"Explotación sexual niñas, niños y adolescentes",Córdoba,Cruz del Eje,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2021-01-26 22:20,Si,Protex,2021-01-26 22:20,No,,,,,,,Denunciante - ciudadano,,Mujer,68,14
2021-01-27,14:15,594759415,Emergencia,Ciudadano,Si,Trata,Explotación laboral,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Área Legal del Programa Nacional de Rescate,2021-01-27 15:04,No,Policía Federal Argentina,2021-01-27 15:04,Si,,,,,,,Denunciante - ciudadano,,,0,06
2021-01-27,15:30,1594759415,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Buenos Aires,,PNR - Línea 145,Línea 145,Área Legal del Programa Nacional de Rescate,2021-01-27 15:29,Si,,,,,,,,,,Denunciante - ciudadano,,,0,06
2021-01-27,23:03,6505759415,Emergencia,Ciudadano,Si,Trata,Explotación sexual,,,PNR - Línea 145,Línea 145,Protex,2021-01-27 23:02,No,,,,,,,,,,,,,,
2021-01-28,00:43,7505759415,Emergencia,Ciudadano,No,Trata,Explotación sexual,,,PNR - Línea 145,Línea 145,Protex,2021-01-28 00:42,No,,,,,,,,,,,,,,
2021-01-28,14:28,3525759415,Emergencia,Institución - Consejo Provincial contra la Trata de Personas del Ministerio de Gobierno y Justicia de Entre Ríos,No,Trata,Posible captación,Entre Ríos,Paraná,PNR - Línea 145,Línea 145,Protex,2021-01-28 15:22,No,Policía Federal Argentina,2021-01-28 15:22,Si,,,,,,,Denunciante - ciudadano,,Mujer,40,30
2021-01-28,17:51,2535759415,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,Quilmes,PNR - Línea 145,Línea 145,Protex,2021-01-28 17:58,Si,,,,,,,,,,Denunciante - ciudadano,,,70,06
2021-01-28,19:37,3535759415,Urgencia,Ciudadano,Si,Trata,Explotación laboral,Río Negro,Chimpay,PNR - Línea 145,Línea 145,Protex,2021-01-28 19:38,Si,,,,,,,,,,Denunciante - ciudadano,,,30,62
2021-01-29,09:00,1545759415,Urgencia,Ciudadano,No,Trata,Explotación sexual,San Juan,San Juan,PNR - Línea 145,Línea 145,Protex,2021-01-29 08:58,Si,,,,,,,,,,Denunciante - ciudadano,,Mujer,60,70
2021-01-29,10:19,3545759415,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Buenos Aires,,PNR - Línea 145,Línea 145,Área Legal del Programa Nacional de Rescate,2021-01-29 10:34,Si,,,,,,,,,,Denunciante - ciudadano,,Mujer,50,06
2021-01-29,11:05,4545759415,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Buenos Aires,,PNR - Línea 145,Línea 145,Área Legal del Programa Nacional de Rescate,2021-01-29 11:03,Si,,,,,,,,,,Denunciante - ciudadano,,Mujer,50,06
2021-01-29,12:33,7545759415,Urgencia,Ciudadano,No,Trata,Oferta laboral engañosa,Buenos Aires,Villa Madero,PNR - Línea 145,Línea 145,Área Legal del Programa Nacional de Rescate,2021-01-29 12:59,Si,,,,,,,,,,Denunciante - victima directa,,Mujer,20,06
2021-01-29,13:25,8455759415,Urgencia,Ciudadano,No,Trata,Posible captación,Santiago del Estero,Santiago del Estero,PNR - Línea 145,Línea 145,Protex,2021-01-29 14:27,Si,,,,,,,,,,Denunciante - ciudadano,,Mujer,34,86
2021-01-30,12:51,594840515,Emergencia,Ciudadano,Si,Trata,Explotación sexual,Buenos Aires,Gerli,PNR - Línea 145,Línea 145,Protex,2021-01-30 12:48,No,Gendarmería Nacional Argentina,2021-01-30 13:39,Si,,,,,,,Denunciante - ciudadano,,Hombre,30,06
2021-01-30,14:45,3594840515,Emergencia,Ciudadano,Si,Trata,"Explotación sexual niñas, niños y adolescentes",Buenos Aires,,PNR - Línea 145,Línea 145,Policía Federal Argentina,2021-01-30 15:54,Si,Área Legal del Programa Nacional de Rescate,2021-01-30 15:54,No,,,,Argentina,,,Denunciante - ciudadano,,Hombre,40,06
2021-01-30,15:29,4594840515,Urgencia,Ciudadano,Si,Trata,Explotación sexual,,,PNR - Línea 145,Línea 145,Área Legal del Programa Nacional de Rescate,2021-01-30 15:27,No,,,,,,,Argentina,,,Denunciante - ciudadano,,Hombre,55,
2021-01-30,19:10,1505840515,Urgencia,Ciudadano,Si,Trata,Explotación sexual,,,PNR - Línea 145,Línea 145,Área Legal del Programa Nacional de Rescate,2021-01-30 19:07,Si,,,,,,,,,,Denunciante - ciudadano,,Mujer,25,
2021-01-31,12:22,1515840515,Emergencia,Ciudadano,No,Trata,"Explotación sexual niñas, niños y adolescentes",Buenos Aires,González Catán,PNR - Línea 145,Línea 145,Protex,2021-01-31 12:59,No,Gendarmería Nacional Argentina,2021-01-31 13:25,Si,,,,Argentina,,,Denunciante - ciudadano,,Mujer,0,06
2021-01-31,14:47,3515840515,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Buenos Aires,Caseros,PNR - Línea 145,Línea 145,Protex,2021-01-31 14:42,Si,,,,,,,,,,Denunciante - ciudadano,,,40,06
2021-01-31,17:25,5515840515,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Área Legal del Programa Nacional de Rescate,2021-01-31 17:27,Si,Protex,2021-01-31 17:27,No,,,,Argentina,,,Denunciante - ciudadano,,Mujer,0,06
2021-02-01,12:25,1535840515,Urgencia,Ciudadano,Si,Trata,Explotación sexual,,,PNR - Línea 145,Línea 145,,,,,,,,,,,,,Denunciante - ciudadano,,Mujer,50,
2021-02-01,15:43,5535840515,Urgencia,Ciudadano,Si,Trata,Posible captación,Salta,Salta,PNR - Línea 145,Línea 145,Protex,2021-02-01 15:38,Si,Delitos Informáticos,2021-02-01 15:38,No,,,,,,,Denunciante - ciudadano,,Mujer,45,66
2021-02-01,19:01,8445840515,Urgencia,Ciudadano,No,Trata,Posible captación,,,PNR - Línea 145,Línea 145,Protex,2021-02-01 18:58,Si,,,,,,,,,,,,,,
2021-02-01,21:26,2545840515,Emergencia,Ciudadano,Si,Trata,Explotación sexual,Buenos Aires,González Catán,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2021-02-01 21:46,Si,Protex,2021-02-01 21:46,No,,,,,,,Denunciante - ciudadano,,Mujer,20,06
2021-02-02,10:13,1555840515,Urgencia,Institución - Renatre,No,Trata,Explotación laboral,Chaco,Los Frentones,PNR - Línea 145,Línea 145,Protex,2021-02-02 10:11,Si,,,,,,,Argentina,,,Denunciante - ciudadano,,Hombre,45,22
